Date,Temperature,Humidity,Outside Temperature,Previous Date,Temperature on Previous day,2 days before Date,Temperature 2 days before
1/17/2020 13:44,70.1,62.9,72,1/16/2020 13:44,71.7,1/15/2020 13:44,71.5
1/17/2020 15:44,71.7,60.63,70,1/16/2020 15:44,70.1,1/15/2020 15:44,70.3
1/17/2020 17:44,70.2,61.77,68,1/16/2020 17:44,71.3,1/15/2020 17:44,71.4
1/17/2020 19:44,71,61.58,66,1/16/2020 19:44,71.5,1/15/2020 19:44,71.8
1/17/2020 21:44,70.9,64.26,68,1/16/2020 21:44,71.7,1/15/2020 21:44,71.9
1/17/2020 23:44,70.8,66.67,66,1/16/2020 23:44,71.2,1/15/2020 23:44,71.7
1/18/2020 1:44,70.8,69.62,70,1/17/2020 1:44,70.9,1/16/2020 1:44,71.5
1/18/2020 3:44,70.9,74.86,68,1/17/2020 3:44,70.7,1/16/2020 3:44,71.4
1/18/2020 5:44,70.9,77.63,69,1/17/2020 5:44,70.5,1/16/2020 5:44,71.3
1/18/2020 7:44,70.9,80.33,71,1/17/2020 7:44,70.9,1/16/2020 7:44,71.4
1/18/2020 9:44,70.9,79.93,73,1/17/2020 9:44,71.1,1/16/2020 9:44,71.5
1/18/2020 11:44,71.3,79.91,75,1/17/2020 11:44,70.8,1/16/2020 11:44,72
1/18/2020 13:44,71.5,79.19,64,1/17/2020 13:44,70.1,1/16/2020 13:44,71.7
1/18/2020 15:44,71.5,77.53,65,1/17/2020 15:44,71.7,1/16/2020 15:44,70.1
1/18/2020 17:44,71.1,77.23,66,1/17/2020 17:44,70.2,1/16/2020 17:44,71.3
1/18/2020 19:44,71,76.72,64,1/17/2020 19:44,71,1/16/2020 19:44,71.5
1/18/2020 21:44,70.9,75.76,61,1/17/2020 21:44,70.9,1/16/2020 21:44,71.7
1/18/2020 23:44,70.7,73.1,58,1/17/2020 23:44,70.8,1/16/2020 23:44,71.2
1/19/2020 1:44,70.5,71.69,52,1/18/2020 1:44,70.8,1/17/2020 1:44,70.9
1/19/2020 3:44,70,64.89,48,1/18/2020 3:44,70.9,1/17/2020 3:44,70.7
1/19/2020 5:44,69.5,57.73,47,1/18/2020 5:44,70.9,1/17/2020 5:44,70.5
1/19/2020 7:44,68.8,50.97,45,1/18/2020 7:44,70.9,1/17/2020 7:44,70.9
1/19/2020 9:44,68.8,46.14,52,1/18/2020 9:44,70.9,1/17/2020 9:44,71.1
1/19/2020 11:44,69.8,41.64,54,1/18/2020 11:44,71.3,1/17/2020 11:44,70.8
1/19/2020 13:44,69.8,39.92,52,1/18/2020 13:44,71.5,1/17/2020 13:44,70.1
1/19/2020 15:44,69.5,41,48,1/18/2020 15:44,71.5,1/17/2020 15:44,71.7
1/19/2020 17:44,69.1,39.6,46,1/18/2020 17:44,71.1,1/17/2020 17:44,70.2
1/19/2020 19:44,68.5,39.03,42,1/18/2020 19:44,71,1/17/2020 19:44,71
1/19/2020 21:44,67.9,38.62,39,1/18/2020 21:44,70.9,1/17/2020 21:44,70.9
1/19/2020 23:44,67.4,39.54,39,1/18/2020 23:44,70.7,1/17/2020 23:44,70.8
1/20/2020 1:44,66.9,39.43,37,1/19/2020 1:44,70.5,1/18/2020 1:44,70.8
1/20/2020 3:44,66.2,39.76,37,1/19/2020 3:44,70,1/18/2020 3:44,70.9
1/20/2020 5:44,65.7,40.11,43,1/19/2020 5:44,69.5,1/18/2020 5:44,70.9
1/20/2020 7:44,66.5,40.87,47,1/19/2020 7:44,68.8,1/18/2020 7:44,70.9
1/20/2020 9:44,67.3,40.5,50,1/19/2020 9:44,68.8,1/18/2020 9:44,70.9
1/20/2020 11:44,68.8,38.54,52,1/19/2020 11:44,69.8,1/18/2020 11:44,71.3
1/20/2020 13:44,69.5,37.64,50,1/19/2020 13:44,69.8,1/18/2020 13:44,71.5
1/20/2020 15:44,69.9,36.67,46,1/19/2020 15:44,69.5,1/18/2020 15:44,71.5
1/20/2020 17:44,69,36.36,42,1/19/2020 17:44,69.1,1/18/2020 17:44,71.1
1/20/2020 19:44,68.3,36.38,40,1/19/2020 19:44,68.5,1/18/2020 19:44,71
1/20/2020 21:44,67.7,36.03,37,1/19/2020 21:44,67.9,1/18/2020 21:44,70.9
1/20/2020 23:44,67,36,36,1/19/2020 23:44,67.4,1/18/2020 23:44,70.7
1/21/2020 1:44,66.2,35.89,34,1/20/2020 1:44,66.9,1/19/2020 1:44,70.5
1/21/2020 3:44,65.6,36.82,34,1/20/2020 3:44,66.2,1/19/2020 3:44,70
1/21/2020 5:44,64.9,36.3,37,1/20/2020 5:44,65.7,1/19/2020 5:44,69.5
1/21/2020 7:44,65.6,35.95,42,1/20/2020 7:44,66.5,1/19/2020 7:44,68.8
1/21/2020 9:44,67,35.15,48,1/20/2020 9:44,67.3,1/19/2020 9:44,68.8
1/21/2020 11:44,68.7,34.33,50,1/20/2020 11:44,68.8,1/19/2020 11:44,69.8
1/21/2020 13:44,69.5,34.63,52,1/20/2020 13:44,69.5,1/19/2020 13:44,69.8
1/21/2020 15:44,70.2,34.84,45,1/20/2020 15:44,69.9,1/19/2020 15:44,69.5
1/21/2020 17:44,69,34.9,39,1/20/2020 17:44,69,1/19/2020 17:44,69.1
1/21/2020 19:44,68.3,34.68,40,1/20/2020 19:44,68.3,1/19/2020 19:44,68.5
1/21/2020 21:44,67.6,34.69,41,1/20/2020 21:44,67.7,1/19/2020 21:44,67.9
1/21/2020 23:44,66.9,35.41,43,1/20/2020 23:44,67,1/19/2020 23:44,67.4
1/22/2020 1:44,66.3,34.85,40,1/21/2020 1:44,66.2,1/20/2020 1:44,66.9
1/22/2020 3:44,65.6,33.24,37,1/21/2020 3:44,65.6,1/20/2020 3:44,66.2
1/22/2020 5:44,65.1,33.87,40,1/21/2020 5:44,64.9,1/20/2020 5:44,65.7
1/22/2020 7:44,65.9,34.57,42,1/21/2020 7:44,65.6,1/20/2020 7:44,66.5
1/22/2020 9:44,66.8,35.12,45,1/21/2020 9:44,67,1/20/2020 9:44,67.3
1/22/2020 11:44,67.2,36.39,46,1/21/2020 11:44,68.7,1/20/2020 11:44,68.8
1/22/2020 13:44,67.7,37.96,46,1/21/2020 13:44,69.5,1/20/2020 13:44,69.5
1/22/2020 15:44,67.9,41.07,46,1/21/2020 15:44,70.2,1/20/2020 15:44,69.9
1/22/2020 17:44,67.3,44.14,46,1/21/2020 17:44,69,1/20/2020 17:44,69
1/22/2020 19:44,66.8,46.48,47,1/21/2020 19:44,68.3,1/20/2020 19:44,68.3
1/22/2020 21:44,66.5,47.82,48,1/21/2020 21:44,67.6,1/20/2020 21:44,67.7
1/22/2020 23:44,66.2,49.04,49,1/21/2020 23:44,66.9,1/20/2020 23:44,67
1/23/2020 1:44,66,50.44,50,1/22/2020 1:44,66.3,1/21/2020 1:44,66.2
1/23/2020 3:44,65.9,51.34,52,1/22/2020 3:44,65.6,1/21/2020 3:44,65.6
1/23/2020 5:44,65.7,53.15,55,1/22/2020 5:44,65.1,1/21/2020 5:44,64.9
1/23/2020 7:44,66.9,52.27,58,1/22/2020 7:44,65.9,1/21/2020 7:44,65.6
1/23/2020 9:44,67.6,53.28,61,1/22/2020 9:44,66.8,1/21/2020 9:44,67
1/23/2020 11:44,68.1,55.64,64,1/22/2020 11:44,67.2,1/21/2020 11:44,68.7
1/23/2020 13:44,69.1,59.23,68,1/22/2020 13:44,67.7,1/21/2020 13:44,69.5
1/23/2020 15:44,69.9,58.05,63,1/22/2020 15:44,67.9,1/21/2020 15:44,70.2
1/23/2020 17:44,69.3,58.15,60,1/22/2020 17:44,67.3,1/21/2020 17:44,69
1/23/2020 19:44,69,59.6,57,1/22/2020 19:44,66.8,1/21/2020 19:44,68.3
1/23/2020 21:44,68.9,60.63,54,1/22/2020 21:44,66.5,1/21/2020 21:44,67.6
1/23/2020 23:44,68.6,60.3,50,1/22/2020 23:44,66.2,1/21/2020 23:44,66.9
1/24/2020 1:44,68.3,57.52,47,1/23/2020 1:44,66,1/22/2020 1:44,66.3
1/24/2020 3:44,67.9,54.74,43,1/23/2020 3:44,65.9,1/22/2020 3:44,65.6
1/24/2020 5:44,67.3,52.03,49,1/23/2020 5:44,65.7,1/22/2020 5:44,65.1
1/24/2020 7:44,67.6,51.18,56,1/23/2020 7:44,66.9,1/22/2020 7:44,65.9
1/24/2020 9:44,68.5,50.69,61,1/23/2020 9:44,67.6,1/22/2020 9:44,66.8
1/24/2020 11:44,70.1,48.47,64,1/23/2020 11:44,68.1,1/22/2020 11:44,67.2
1/24/2020 13:44,70.6,44.98,61,1/23/2020 13:44,69.1,1/22/2020 13:44,67.7
1/24/2020 15:44,70.8,41.04,57,1/23/2020 15:44,69.9,1/22/2020 15:44,67.9
1/24/2020 17:44,70.8,39.28,53,1/23/2020 17:44,69.3,1/22/2020 17:44,67.3
1/24/2020 19:44,69.8,39.06,48,1/23/2020 19:44,69,1/22/2020 19:44,66.8
1/24/2020 21:44,69.2,41.21,45,1/23/2020 21:44,68.9,1/22/2020 21:44,66.5
1/24/2020 23:44,68.4,42.52,43,1/23/2020 23:44,68.6,1/22/2020 23:44,66.2
1/25/2020 1:44,67.8,43.31,42,1/24/2020 1:44,68.3,1/23/2020 1:44,66
1/25/2020 3:44,67.3,43.06,42,1/24/2020 3:44,67.9,1/23/2020 3:44,65.9
1/25/2020 5:44,66.5,42.6,49,1/24/2020 5:44,67.3,1/23/2020 5:44,65.7
1/25/2020 7:44,66,43.19,52,1/24/2020 7:44,67.6,1/23/2020 7:44,66.9
1/25/2020 9:44,66.5,43.58,63,1/24/2020 9:44,68.5,1/23/2020 9:44,67.6
1/25/2020 11:44,68,42.32,64,1/24/2020 11:44,70.1,1/23/2020 11:44,68.1
1/25/2020 13:44,68.1,42.24,60,1/24/2020 13:44,70.6,1/23/2020 13:44,69.1
1/25/2020 15:44,67.9,41.71,55,1/24/2020 15:44,70.8,1/23/2020 15:44,69.9
1/25/2020 17:44,67.7,43.74,55,1/24/2020 17:44,70.8,1/23/2020 17:44,69.3
1/25/2020 19:44,67.6,46.62,54,1/24/2020 19:44,69.8,1/23/2020 19:44,69
1/25/2020 21:44,67.5,48.69,54,1/24/2020 21:44,69.2,1/23/2020 21:44,68.9
1/25/2020 23:44,67.3,50.49,52,1/24/2020 23:44,68.4,1/23/2020 23:44,68.6
1/26/2020 1:44,67,52.69,52,1/25/2020 1:44,67.8,1/24/2020 1:44,68.3
1/26/2020 3:44,66.8,53.99,53,1/25/2020 3:44,67.3,1/24/2020 3:44,67.9
1/26/2020 5:44,66.7,54.37,50,1/25/2020 5:44,66.5,1/24/2020 5:44,67.3
1/26/2020 7:44,66.3,54.71,50,1/25/2020 7:44,66,1/24/2020 7:44,67.6
1/26/2020 9:44,66.1,55.72,51,1/25/2020 9:44,66.5,1/24/2020 9:44,68.5
1/26/2020 11:44,66.1,56.74,52,1/25/2020 11:44,68,1/24/2020 11:44,70.1
1/26/2020 13:44,66.1,58.09,55,1/25/2020 13:44,68.1,1/24/2020 13:44,70.6
1/26/2020 15:44,66.1,59.61,54,1/25/2020 15:44,67.9,1/24/2020 15:44,70.8
1/26/2020 17:44,66.1,61.29,54,1/25/2020 17:44,67.7,1/24/2020 17:44,70.8
1/26/2020 19:44,66,62.34,54,1/25/2020 19:44,67.6,1/24/2020 19:44,69.8
1/26/2020 21:44,65.9,62.75,54,1/25/2020 21:44,67.5,1/24/2020 21:44,69.2
1/26/2020 23:44,65.8,63.3,52,1/25/2020 23:44,67.3,1/24/2020 23:44,68.4
1/27/2020 1:44,65.7,63.55,52,1/26/2020 1:44,67,1/25/2020 1:44,67.8
1/27/2020 3:44,65.6,63.59,53,1/26/2020 3:44,66.8,1/25/2020 3:44,67.3
1/27/2020 5:44,65.6,63.54,54,1/26/2020 5:44,66.7,1/25/2020 5:44,66.5
1/27/2020 7:44,66.5,61.28,54,1/26/2020 7:44,66.3,1/25/2020 7:44,66
1/27/2020 9:44,67.8,59.42,55,1/26/2020 9:44,66.1,1/25/2020 9:44,66.5
1/27/2020 11:44,68.4,58.53,61,1/26/2020 11:44,66.1,1/25/2020 11:44,68
1/27/2020 13:44,69.6,57.27,58,1/26/2020 13:44,66.1,1/25/2020 13:44,68.1
1/27/2020 15:44,70.3,56.88,55,1/26/2020 15:44,66.1,1/25/2020 15:44,67.9
1/27/2020 17:44,69.6,57.26,52,1/26/2020 17:44,66.1,1/25/2020 17:44,67.7
1/27/2020 19:44,69.4,56.79,49,1/26/2020 19:44,66,1/25/2020 19:44,67.6
1/27/2020 21:44,69.1,55.6,47,1/26/2020 21:44,65.9,1/25/2020 21:44,67.5
1/27/2020 23:44,68.4,55.27,46,1/26/2020 23:44,65.8,1/25/2020 23:44,67.3
1/28/2020 1:44,67.8,54.86,45,1/27/2020 1:44,65.7,1/26/2020 1:44,67
1/28/2020 3:44,67.3,54.31,46,1/27/2020 3:44,65.6,1/26/2020 3:44,66.8
1/28/2020 5:44,66.9,54.42,50,1/27/2020 5:44,65.6,1/26/2020 5:44,66.7
1/28/2020 7:44,67.6,54,55,1/27/2020 7:44,66.5,1/26/2020 7:44,66.3
1/28/2020 9:44,68.9,53.66,59,1/27/2020 9:44,67.8,1/26/2020 9:44,66.1
1/28/2020 11:44,69.4,53.87,60,1/27/2020 11:44,68.4,1/26/2020 11:44,66.1
1/28/2020 13:44,69.9,54.13,63,1/27/2020 13:44,69.6,1/26/2020 13:44,66.1
1/28/2020 15:44,70.3,54.48,61,1/27/2020 15:44,70.3,1/26/2020 15:44,66.1
1/28/2020 17:44,70,55.44,59,1/27/2020 17:44,69.6,1/26/2020 17:44,66.1
1/28/2020 19:44,69.8,56,57,1/27/2020 19:44,69.4,1/26/2020 19:44,66
1/28/2020 21:44,69.7,57.32,55,1/27/2020 21:44,69.1,1/26/2020 21:44,65.9
1/28/2020 23:44,69.5,58.35,55,1/27/2020 23:44,68.4,1/26/2020 23:44,65.8
1/29/2020 1:44,68.9,59.89,55,1/28/2020 1:44,67.8,1/27/2020 1:44,65.7
1/29/2020 3:44,68.6,60.69,55,1/28/2020 3:44,67.3,1/27/2020 3:44,65.6
1/29/2020 5:44,68.4,61.41,54,1/28/2020 5:44,66.9,1/27/2020 5:44,65.6
1/29/2020 7:44,69.1,60.37,53,1/28/2020 7:44,67.6,1/27/2020 7:44,66.5
1/29/2020 9:44,69.6,57.05,52,1/28/2020 9:44,68.9,1/27/2020 9:44,67.8
1/29/2020 11:44,70.3,54.77,52,1/28/2020 11:44,69.4,1/27/2020 11:44,68.4
1/29/2020 13:44,70.6,53.55,53,1/28/2020 13:44,69.9,1/27/2020 13:44,69.6
1/29/2020 15:44,71,52.68,54,1/28/2020 15:44,70.3,1/27/2020 15:44,70.3
1/29/2020 17:44,70.4,53.46,54,1/28/2020 17:44,70,1/27/2020 17:44,69.6
1/29/2020 19:44,70.2,53.91,54,1/28/2020 19:44,69.8,1/27/2020 19:44,69.4
1/29/2020 21:44,69.9,54.75,54,1/28/2020 21:44,69.7,1/27/2020 21:44,69.1
1/29/2020 23:44,69.4,56.13,54,1/28/2020 23:44,69.5,1/27/2020 23:44,68.4
1/30/2020 1:44,69,56.98,53,1/29/2020 1:44,68.9,1/28/2020 1:44,67.8
1/30/2020 3:44,68.6,57.7,52,1/29/2020 3:44,68.6,1/28/2020 3:44,67.3
1/30/2020 5:44,68.3,57.9,53,1/29/2020 5:44,68.4,1/28/2020 5:44,66.9
1/30/2020 7:44,69,55.83,53,1/29/2020 7:44,69.1,1/28/2020 7:44,67.6
1/30/2020 9:44,69.2,55.08,54,1/29/2020 9:44,69.6,1/28/2020 9:44,68.9
1/30/2020 11:44,69.6,54,56,1/29/2020 11:44,70.3,1/28/2020 11:44,69.4
1/30/2020 13:44,70.2,53.17,57,1/29/2020 13:44,70.6,1/28/2020 13:44,69.9
1/30/2020 15:44,70.9,52.78,55,1/29/2020 15:44,71,1/28/2020 15:44,70.3
1/30/2020 17:44,70.3,52.82,53,1/29/2020 17:44,70.4,1/28/2020 17:44,70
1/30/2020 19:44,69.9,53.46,52,1/29/2020 19:44,70.2,1/28/2020 19:44,69.8
1/30/2020 21:44,69.4,54.6,50,1/29/2020 21:44,69.9,1/28/2020 21:44,69.7
1/30/2020 23:44,68.9,55.59,50,1/29/2020 23:44,69.4,1/28/2020 23:44,69.5
1/31/2020 1:44,68.5,55.91,49,1/30/2020 1:44,69,1/29/2020 1:44,68.9
1/31/2020 3:44,68.1,55.87,48,1/30/2020 3:44,68.6,1/29/2020 3:44,68.6
1/31/2020 5:44,67.8,55.98,48,1/30/2020 5:44,68.3,1/29/2020 5:44,68.4
1/31/2020 7:44,68.2,55.4,50,1/30/2020 7:44,69,1/29/2020 7:44,69.1
1/31/2020 9:44,68.6,55.01,52,1/30/2020 9:44,69.2,1/29/2020 9:44,69.6
1/31/2020 11:44,67.5,53.99,53,1/30/2020 11:44,69.6,1/29/2020 11:44,70.3
1/31/2020 13:44,68.4,54.47,55,1/30/2020 13:44,70.2,1/29/2020 13:44,70.6
1/31/2020 15:44,69.1,53.27,54,1/30/2020 15:44,70.9,1/29/2020 15:44,71
1/31/2020 17:44,69.1,51.88,51,1/30/2020 17:44,70.3,1/29/2020 17:44,70.4
1/31/2020 19:44,68.3,52.23,48,1/30/2020 19:44,69.9,1/29/2020 19:44,70.2
1/31/2020 21:44,67.9,52.39,46,1/30/2020 21:44,69.4,1/29/2020 21:44,69.9
1/31/2020 23:44,67.4,52.11,45,1/30/2020 23:44,68.9,1/29/2020 23:44,69.4
2/1/2020 1:44,67,52.08,44,1/31/2020 1:44,68.5,1/30/2020 1:44,69
2/1/2020 3:44,66.5,51.76,45,1/31/2020 3:44,68.1,1/30/2020 3:44,68.6
2/1/2020 5:44,66.1,51.73,49,1/31/2020 5:44,67.8,1/30/2020 5:44,68.3
2/1/2020 7:44,65.7,51.68,53,1/31/2020 7:44,68.2,1/30/2020 7:44,69
2/1/2020 9:44,66,52.54,57,1/31/2020 9:44,68.6,1/30/2020 9:44,69.2
2/1/2020 11:44,67.5,50.6,60,1/31/2020 11:44,67.5,1/30/2020 11:44,69.6
2/1/2020 13:44,67.7,48.2,63,1/31/2020 13:44,68.4,1/30/2020 13:44,70.2
2/1/2020 15:44,67.9,45.03,61,1/31/2020 15:44,69.1,1/30/2020 15:44,70.9
2/1/2020 17:44,67.8,45.12,55,1/31/2020 17:44,69.1,1/30/2020 17:44,70.3
2/1/2020 19:44,67.4,44.92,46,1/31/2020 19:44,68.3,1/30/2020 19:44,69.9
2/1/2020 21:44,67,45.75,47,1/31/2020 21:44,67.9,1/30/2020 21:44,69.4
2/1/2020 23:44,66.7,45.88,46,1/31/2020 23:44,67.4,1/30/2020 23:44,68.9
2/2/2020 1:44,66.3,48.71,45,2/1/2020 1:44,67,1/31/2020 1:44,68.5
2/2/2020 3:44,66.1,51.78,48,2/1/2020 3:44,66.5,1/31/2020 3:44,68.1
2/2/2020 5:44,65.8,53.76,57,2/1/2020 5:44,66.1,1/31/2020 5:44,67.8
2/2/2020 7:44,65.7,55.1,65,2/1/2020 7:44,65.7,1/31/2020 7:44,68.2
2/2/2020 9:44,66.1,56.72,70,2/1/2020 9:44,66,1/31/2020 9:44,68.6
2/2/2020 11:44,67.7,52.86,72,2/1/2020 11:44,67.5,1/31/2020 11:44,67.5
2/2/2020 13:44,68.3,50.67,68,2/1/2020 13:44,67.7,1/31/2020 13:44,68.4
2/2/2020 15:44,68.6,47.15,63,2/1/2020 15:44,67.9,1/31/2020 15:44,69.1
2/2/2020 17:44,68.6,46.65,57,2/1/2020 17:44,67.8,1/31/2020 17:44,69.1
2/2/2020 19:44,68.2,49.46,55,2/1/2020 19:44,67.4,1/31/2020 19:44,68.3
2/2/2020 21:44,68,53.81,53,2/1/2020 21:44,67,1/31/2020 21:44,67.9
2/2/2020 23:44,67.9,59.1,52,2/1/2020 23:44,66.7,1/31/2020 23:44,67.4
2/3/2020 1:44,67.7,61.42,53,2/2/2020 1:44,66.3,2/1/2020 1:44,67
2/3/2020 3:44,67.5,62.12,54,2/2/2020 3:44,66.1,2/1/2020 3:44,66.5
2/3/2020 5:44,67.3,62.56,60,2/2/2020 5:44,65.8,2/1/2020 5:44,66.1
2/3/2020 7:44,68.1,59.56,65,2/2/2020 7:44,65.7,2/1/2020 7:44,65.7
2/3/2020 9:44,69.2,59.54,70,2/2/2020 9:44,66.1,2/1/2020 9:44,66
2/3/2020 11:44,70.6,60.26,72,2/2/2020 11:44,67.7,2/1/2020 11:44,67.5
2/3/2020 13:44,71,60.21,68,2/2/2020 13:44,68.3,2/1/2020 13:44,67.7
2/3/2020 15:44,71.3,60.08,66,2/2/2020 15:44,68.6,2/1/2020 15:44,67.9
2/3/2020 17:44,70.7,62.61,64,2/2/2020 17:44,68.6,2/1/2020 17:44,67.8
2/3/2020 19:44,70.7,63.67,64,2/2/2020 19:44,68.2,2/1/2020 19:44,67.4
2/3/2020 21:44,70.6,65.56,64,2/2/2020 21:44,68,2/1/2020 21:44,67
2/3/2020 23:44,70.3,67.7,65,2/2/2020 23:44,67.9,2/1/2020 23:44,66.7
2/4/2020 1:44,70.1,70.07,66,2/3/2020 1:44,67.7,2/2/2020 1:44,66.3
2/4/2020 3:44,70,72.36,66,2/3/2020 3:44,67.5,2/2/2020 3:44,66.1
2/4/2020 5:44,69.9,73.73,66,2/3/2020 5:44,67.3,2/2/2020 5:44,65.8
2/4/2020 7:44,70.6,68.84,69,2/3/2020 7:44,68.1,2/2/2020 7:44,65.7
2/4/2020 9:44,71.5,64.41,72,2/3/2020 9:44,69.2,2/2/2020 9:44,66.1
2/4/2020 11:44,70.9,66.32,71,2/3/2020 11:44,70.6,2/2/2020 11:44,67.7
2/4/2020 13:44,71.5,65.62,70,2/3/2020 13:44,71,2/2/2020 13:44,68.3
2/4/2020 15:44,70.6,65.57,70,2/3/2020 15:44,71.3,2/2/2020 15:44,68.6
2/4/2020 17:44,71.4,66.88,70,2/3/2020 17:44,70.7,2/2/2020 17:44,68.6
2/4/2020 19:44,71.4,70.31,68,2/3/2020 19:44,70.7,2/2/2020 19:44,68.2
2/4/2020 21:44,71.2,74.07,70,2/3/2020 21:44,70.6,2/2/2020 21:44,68
2/4/2020 23:44,71.1,78.52,70,2/3/2020 23:44,70.3,2/2/2020 23:44,67.9
2/5/2020 1:44,71,80.48,70,2/4/2020 1:44,70.1,2/3/2020 1:44,67.7
2/5/2020 3:44,71,82.19,70,2/4/2020 3:44,70,2/3/2020 3:44,67.5
2/5/2020 5:44,70.9,83.14,71,2/4/2020 5:44,69.9,2/3/2020 5:44,67.3
2/5/2020 7:44,70.6,76.14,71,2/4/2020 7:44,70.6,2/3/2020 7:44,68.1
2/5/2020 9:44,70.9,73.39,72,2/4/2020 9:44,71.5,2/3/2020 9:44,69.2
2/5/2020 11:44,71.6,70.5,73,2/4/2020 11:44,70.9,2/3/2020 11:44,70.6
2/5/2020 13:44,70.2,72.4,72,2/4/2020 13:44,71.5,2/3/2020 13:44,71
2/5/2020 15:44,71.5,70.79,71,2/4/2020 15:44,70.6,2/3/2020 15:44,71.3
2/5/2020 17:44,71.5,74.12,66,2/4/2020 17:44,71.4,2/3/2020 17:44,70.7
2/5/2020 19:44,71.6,75.76,60,2/4/2020 19:44,71.4,2/3/2020 19:44,70.7
2/5/2020 21:44,71.2,73.51,55,2/4/2020 21:44,71.2,2/3/2020 21:44,70.6
2/5/2020 23:44,70.6,71.27,52,2/4/2020 23:44,71.1,2/3/2020 23:44,70.3
2/6/2020 1:44,70.2,68.61,49,2/5/2020 1:44,71,2/4/2020 1:44,70.1
2/6/2020 3:44,69.8,65.26,46,2/5/2020 3:44,71,2/4/2020 3:44,70
2/6/2020 5:44,69.3,62.08,46,2/5/2020 5:44,70.9,2/4/2020 5:44,69.9
2/6/2020 7:44,69.7,58.92,46,2/5/2020 7:44,70.6,2/4/2020 7:44,70.6
2/6/2020 9:44,69.7,56.21,46,2/5/2020 9:44,70.9,2/4/2020 9:44,71.5
2/6/2020 11:44,69.9,53.88,44,2/5/2020 11:44,71.6,2/4/2020 11:44,70.9
2/6/2020 13:44,70.2,50.41,43,2/5/2020 13:44,70.2,2/4/2020 13:44,71.5
2/6/2020 15:44,70.1,47.4,43,2/5/2020 15:44,71.5,2/4/2020 15:44,70.6
2/6/2020 17:44,69.5,44.75,40,2/5/2020 17:44,71.5,2/4/2020 17:44,71.4
2/6/2020 19:44,69,44.85,39,2/5/2020 19:44,71.6,2/4/2020 19:44,71.4
2/6/2020 21:44,68.1,44.8,36,2/5/2020 21:44,71.2,2/4/2020 21:44,71.2
