Date,Temperature,Humidity,Outside Temperature,Previous Date,Temperature on Previous day,2 days before Date,Temperature 2 days before
1/20/2020 1:42,70.8,40.14,37,1/19/2020 1:42,73.6,1/18/2020 1:42,72.4
1/20/2020 3:42,70.4,39.29,37,1/19/2020 3:42,73.6,1/18/2020 3:42,73
1/20/2020 5:42,69.9,38.87,43,1/19/2020 5:42,73.1,1/18/2020 5:42,73.4
1/20/2020 7:42,67.4,40.4,47,1/19/2020 7:42,72.3,1/18/2020 7:42,73
1/20/2020 9:42,65.8,42.34,50,1/19/2020 9:42,72.1,1/18/2020 9:42,73.1
1/20/2020 11:42,67.3,41.1,52,1/19/2020 11:42,72.7,1/18/2020 11:42,73.3
1/20/2020 13:42,66.5,42.59,50,1/19/2020 13:42,73.7,1/18/2020 13:42,68.7
1/20/2020 15:42,66.1,42.6,46,1/19/2020 15:42,72.6,1/18/2020 15:42,67.9
1/20/2020 17:42,65.8,42.83,42,1/19/2020 17:42,72.4,1/18/2020 17:42,71.6
1/20/2020 19:42,66.3,41.73,40,1/19/2020 19:42,72,1/18/2020 19:42,72.5
1/20/2020 21:42,68.1,39.86,37,1/19/2020 21:42,71.6,1/18/2020 21:42,72.8
1/20/2020 23:42,68.3,39.05,36,1/19/2020 23:42,71.2,1/18/2020 23:42,73.5
1/21/2020 1:42,68,38.39,34,1/20/2020 1:42,70.8,1/19/2020 1:42,73.6
1/21/2020 3:42,67.6,37.88,34,1/20/2020 3:42,70.4,1/19/2020 3:42,73.6
1/21/2020 5:42,67.3,37.44,37,1/20/2020 5:42,69.9,1/19/2020 5:42,73.1
1/21/2020 7:42,65.4,37.86,42,1/20/2020 7:42,67.4,1/19/2020 7:42,72.3
1/21/2020 9:42,65.7,39.01,48,1/20/2020 9:42,65.8,1/19/2020 9:42,72.1
1/21/2020 11:42,66.5,39.44,50,1/20/2020 11:42,67.3,1/19/2020 11:42,72.7
1/21/2020 13:42,66.3,40.76,52,1/20/2020 13:42,66.5,1/19/2020 13:42,73.7
1/21/2020 15:42,66,42.56,45,1/20/2020 15:42,66.1,1/19/2020 15:42,72.6
1/21/2020 17:42,66.8,42.37,39,1/20/2020 17:42,65.8,1/19/2020 17:42,72.4
1/21/2020 19:42,66.8,42.52,40,1/20/2020 19:42,66.3,1/19/2020 19:42,72
1/21/2020 21:42,68.5,40.34,41,1/20/2020 21:42,68.1,1/19/2020 21:42,71.6
1/21/2020 23:42,68.8,39.18,43,1/20/2020 23:42,68.3,1/19/2020 23:42,71.2
1/22/2020 1:42,68.8,37.87,40,1/21/2020 1:42,68,1/20/2020 1:42,70.8
1/22/2020 3:42,68.5,36.85,37,1/21/2020 3:42,67.6,1/20/2020 3:42,70.4
1/22/2020 5:42,68.2,36.09,40,1/21/2020 5:42,67.3,1/20/2020 5:42,69.9
1/22/2020 7:42,66.2,36.4,42,1/21/2020 7:42,65.4,1/20/2020 7:42,67.4
1/22/2020 9:42,66.8,36.89,45,1/21/2020 9:42,65.7,1/20/2020 9:42,65.8
1/22/2020 11:42,67,38.94,46,1/21/2020 11:42,66.5,1/20/2020 11:42,67.3
1/22/2020 13:42,66.8,41.04,46,1/21/2020 13:42,66.3,1/20/2020 13:42,66.5
1/22/2020 15:42,66.7,43.25,46,1/21/2020 15:42,66,1/20/2020 15:42,66.1
1/22/2020 17:42,66.8,43.29,46,1/21/2020 17:42,66.8,1/20/2020 17:42,65.8
1/22/2020 19:42,66.7,43.6,47,1/21/2020 19:42,66.8,1/20/2020 19:42,66.3
1/22/2020 21:42,68.2,41.9,48,1/21/2020 21:42,68.5,1/20/2020 21:42,68.1
1/22/2020 23:42,68.5,41.58,49,1/21/2020 23:42,68.8,1/20/2020 23:42,68.3
1/23/2020 1:42,68.6,41.76,50,1/22/2020 1:42,68.8,1/21/2020 1:42,68
1/23/2020 3:42,68.6,41.71,52,1/22/2020 3:42,68.5,1/21/2020 3:42,67.6
1/23/2020 5:42,68.6,41.96,55,1/22/2020 5:42,68.2,1/21/2020 5:42,67.3
1/23/2020 7:42,65.8,45.67,58,1/22/2020 7:42,66.2,1/21/2020 7:42,65.4
1/23/2020 9:42,66.3,47.82,61,1/22/2020 9:42,66.8,1/21/2020 9:42,65.7
1/23/2020 11:42,66.2,51.72,64,1/22/2020 11:42,67,1/21/2020 11:42,66.5
1/23/2020 13:42,65.8,56.38,68,1/22/2020 13:42,66.8,1/21/2020 13:42,66.3
1/23/2020 15:42,65.3,59.64,63,1/22/2020 15:42,66.7,1/21/2020 15:42,66
1/23/2020 17:42,67.2,58.44,60,1/22/2020 17:42,66.8,1/21/2020 17:42,66.8
1/23/2020 19:42,67.4,56.78,57,1/22/2020 19:42,66.7,1/21/2020 19:42,66.8
1/23/2020 21:42,69.2,54.67,54,1/22/2020 21:42,68.2,1/21/2020 21:42,68.5
1/23/2020 23:42,69.9,53.58,50,1/22/2020 23:42,68.5,1/21/2020 23:42,68.8
1/24/2020 1:42,70.2,52.87,47,1/23/2020 1:42,68.6,1/22/2020 1:42,68.8
1/24/2020 3:42,70.1,52.45,43,1/23/2020 3:42,68.6,1/22/2020 3:42,68.5
1/24/2020 5:42,69.7,52.12,49,1/23/2020 5:42,68.6,1/22/2020 5:42,68.2
1/24/2020 7:42,66.8,51.83,56,1/23/2020 7:42,65.8,1/22/2020 7:42,66.2
1/24/2020 9:42,65.5,53.33,61,1/23/2020 9:42,66.3,1/22/2020 9:42,66.8
1/24/2020 11:42,66.6,52.48,64,1/23/2020 11:42,66.2,1/22/2020 11:42,67
1/24/2020 13:42,67.8,51.32,61,1/23/2020 13:42,65.8,1/22/2020 13:42,66.8
1/24/2020 15:42,65.7,51.45,57,1/23/2020 15:42,65.3,1/22/2020 15:42,66.7
1/24/2020 17:42,66.4,49.45,53,1/23/2020 17:42,67.2,1/22/2020 17:42,66.8
1/24/2020 19:42,68.3,45.87,48,1/23/2020 19:42,67.4,1/22/2020 19:42,66.7
1/24/2020 21:42,69.6,44.78,45,1/23/2020 21:42,69.2,1/22/2020 21:42,68.2
1/24/2020 23:42,69.9,44.35,43,1/23/2020 23:42,69.9,1/22/2020 23:42,68.5
1/25/2020 1:42,69.8,43.96,42,1/24/2020 1:42,70.2,1/23/2020 1:42,68.6
1/25/2020 3:42,69.7,43.58,42,1/24/2020 3:42,70.1,1/23/2020 3:42,68.6
1/25/2020 5:42,69.2,43.5,49,1/24/2020 5:42,69.7,1/23/2020 5:42,68.6
1/25/2020 7:42,68.7,43.47,52,1/24/2020 7:42,66.8,1/23/2020 7:42,65.8
1/25/2020 9:42,69.1,42.76,63,1/24/2020 9:42,65.5,1/23/2020 9:42,66.3
1/25/2020 11:42,70.7,40.41,64,1/24/2020 11:42,66.6,1/23/2020 11:42,66.2
1/25/2020 13:42,69,41.01,60,1/24/2020 13:42,67.8,1/23/2020 13:42,65.8
1/25/2020 15:42,66.5,44.29,55,1/24/2020 15:42,65.7,1/23/2020 15:42,65.3
1/25/2020 17:42,69.9,40.95,55,1/24/2020 17:42,66.4,1/23/2020 17:42,67.2
1/25/2020 19:42,70.5,40.51,54,1/24/2020 19:42,68.3,1/23/2020 19:42,67.4
1/25/2020 21:42,70.3,41,54,1/24/2020 21:42,69.6,1/23/2020 21:42,69.2
1/25/2020 23:42,70.4,41.12,52,1/24/2020 23:42,69.9,1/23/2020 23:42,69.9
1/26/2020 1:42,70.3,41.46,52,1/25/2020 1:42,69.8,1/24/2020 1:42,70.2
1/26/2020 3:42,70.3,41.51,53,1/25/2020 3:42,69.7,1/24/2020 3:42,70.1
1/26/2020 5:42,70,41.96,50,1/25/2020 5:42,69.2,1/24/2020 5:42,69.7
1/26/2020 7:42,70,42.13,50,1/25/2020 7:42,68.7,1/24/2020 7:42,66.8
1/26/2020 9:42,69.5,42.69,51,1/25/2020 9:42,69.1,1/24/2020 9:42,65.5
1/26/2020 11:42,69.3,43.19,52,1/25/2020 11:42,70.7,1/24/2020 11:42,66.6
1/26/2020 13:42,69.4,43.26,55,1/25/2020 13:42,69,1/24/2020 13:42,67.8
1/26/2020 15:42,69.4,43.57,54,1/25/2020 15:42,66.5,1/24/2020 15:42,65.7
1/26/2020 17:42,69.7,43.76,54,1/25/2020 17:42,69.9,1/24/2020 17:42,66.4
1/26/2020 19:42,69.2,44.71,54,1/25/2020 19:42,70.5,1/24/2020 19:42,68.3
1/26/2020 21:42,69.1,45.41,54,1/25/2020 21:42,70.3,1/24/2020 21:42,69.6
1/26/2020 23:42,69,46.18,52,1/25/2020 23:42,70.4,1/24/2020 23:42,69.9
1/27/2020 1:42,68.9,46.86,52,1/26/2020 1:42,70.3,1/25/2020 1:42,69.8
1/27/2020 3:42,69.1,47.02,53,1/26/2020 3:42,70.3,1/25/2020 3:42,69.7
1/27/2020 5:42,68.6,47.83,54,1/26/2020 5:42,70,1/25/2020 5:42,69.2
1/27/2020 7:42,67.7,50.4,54,1/26/2020 7:42,70,1/25/2020 7:42,68.7
1/27/2020 9:42,65.2,55.14,55,1/26/2020 9:42,69.5,1/25/2020 9:42,69.1
1/27/2020 11:42,65.4,56.88,61,1/26/2020 11:42,69.3,1/25/2020 11:42,70.7
1/27/2020 13:42,66,58,58,1/26/2020 13:42,69.4,1/25/2020 13:42,69
1/27/2020 15:42,66,59.47,55,1/26/2020 15:42,69.4,1/25/2020 15:42,66.5
1/27/2020 17:42,65.4,60.32,52,1/26/2020 17:42,69.7,1/25/2020 17:42,69.9
1/27/2020 19:42,66.6,58.46,49,1/26/2020 19:42,69.2,1/25/2020 19:42,70.5
1/27/2020 21:42,68.5,55.7,47,1/26/2020 21:42,69.1,1/25/2020 21:42,70.3
1/27/2020 23:42,68.8,54.88,46,1/26/2020 23:42,69,1/25/2020 23:42,70.4
1/28/2020 1:42,68.9,54.34,45,1/27/2020 1:42,68.9,1/26/2020 1:42,70.3
1/28/2020 3:42,68.8,53.81,46,1/27/2020 3:42,69.1,1/26/2020 3:42,70.3
1/28/2020 5:42,68.7,53.17,50,1/27/2020 5:42,68.6,1/26/2020 5:42,70
1/28/2020 7:42,66.7,53.24,55,1/27/2020 7:42,67.7,1/26/2020 7:42,70
1/28/2020 9:42,65.3,55.42,59,1/27/2020 9:42,65.2,1/26/2020 9:42,69.5
1/28/2020 11:42,65.6,56.91,60,1/27/2020 11:42,65.4,1/26/2020 11:42,69.3
1/28/2020 13:42,66.2,57.54,63,1/27/2020 13:42,66,1/26/2020 13:42,69.4
1/28/2020 15:42,65.9,59.22,61,1/27/2020 15:42,66,1/26/2020 15:42,69.4
1/28/2020 17:42,66.1,59.36,59,1/27/2020 17:42,65.4,1/26/2020 17:42,69.7
1/28/2020 19:42,65.7,59.36,57,1/27/2020 19:42,66.6,1/26/2020 19:42,69.2
1/28/2020 21:42,68.9,55.33,55,1/27/2020 21:42,68.5,1/26/2020 21:42,69.1
1/28/2020 23:42,69.3,54.75,55,1/27/2020 23:42,68.8,1/26/2020 23:42,69
1/29/2020 1:42,69.5,54.29,55,1/28/2020 1:42,68.9,1/27/2020 1:42,68.9
1/29/2020 3:42,69.6,53.94,55,1/28/2020 3:42,68.8,1/27/2020 3:42,69.1
1/29/2020 5:42,69.6,53.95,54,1/28/2020 5:42,68.7,1/27/2020 5:42,68.6
1/29/2020 7:42,67.2,56.7,53,1/28/2020 7:42,66.7,1/27/2020 7:42,67.7
1/29/2020 9:42,65.5,59.16,52,1/28/2020 9:42,65.3,1/27/2020 9:42,65.2
1/29/2020 11:42,65.4,60.19,52,1/28/2020 11:42,65.6,1/27/2020 11:42,65.4
1/29/2020 13:42,66.3,59.93,53,1/28/2020 13:42,66.2,1/27/2020 13:42,66
1/29/2020 15:42,65.8,60.15,54,1/28/2020 15:42,65.9,1/27/2020 15:42,66
1/29/2020 17:42,65.8,60.16,54,1/28/2020 17:42,66.1,1/27/2020 17:42,65.4
1/29/2020 19:42,65.5,59.03,54,1/28/2020 19:42,65.7,1/27/2020 19:42,66.6
1/29/2020 21:42,68.2,55.75,54,1/28/2020 21:42,68.9,1/27/2020 21:42,68.5
1/29/2020 23:42,68.8,55.04,54,1/28/2020 23:42,69.3,1/27/2020 23:42,68.8
1/30/2020 1:42,69,54.75,53,1/29/2020 1:42,69.5,1/28/2020 1:42,68.9
1/30/2020 3:42,69,54.41,52,1/29/2020 3:42,69.6,1/28/2020 3:42,68.8
1/30/2020 5:42,68.9,54.31,53,1/29/2020 5:42,69.6,1/28/2020 5:42,68.7
1/30/2020 7:42,66.8,55.56,53,1/29/2020 7:42,67.2,1/28/2020 7:42,66.7
1/30/2020 9:42,65.3,58.26,54,1/29/2020 9:42,65.5,1/28/2020 9:42,65.3
1/30/2020 11:42,65.3,59.47,56,1/29/2020 11:42,65.4,1/28/2020 11:42,65.6
1/30/2020 13:42,66.2,58.66,57,1/29/2020 13:42,66.3,1/28/2020 13:42,66.2
1/30/2020 15:42,65.5,59.99,55,1/29/2020 15:42,65.8,1/28/2020 15:42,65.9
1/30/2020 17:42,65.5,60.29,53,1/29/2020 17:42,65.8,1/28/2020 17:42,66.1
1/30/2020 19:42,65.9,58.66,52,1/29/2020 19:42,65.5,1/28/2020 19:42,65.7
1/30/2020 21:42,69.7,53.68,50,1/29/2020 21:42,68.2,1/28/2020 21:42,68.9
1/30/2020 23:42,68.8,54.65,50,1/29/2020 23:42,68.8,1/28/2020 23:42,69.3
1/31/2020 1:42,68.7,54.56,49,1/30/2020 1:42,69,1/29/2020 1:42,69.5
1/31/2020 3:42,68.4,54.48,48,1/30/2020 3:42,69,1/29/2020 3:42,69.6
1/31/2020 5:42,68.3,54.24,48,1/30/2020 5:42,68.9,1/29/2020 5:42,69.6
1/31/2020 7:42,66.8,54.32,50,1/30/2020 7:42,66.8,1/29/2020 7:42,67.2
1/31/2020 9:42,65.2,56.83,52,1/30/2020 9:42,65.3,1/29/2020 9:42,65.5
1/31/2020 11:42,65.2,57.42,53,1/30/2020 11:42,65.3,1/29/2020 11:42,65.4
1/31/2020 13:42,67.1,55.59,55,1/30/2020 13:42,66.2,1/29/2020 13:42,66.3
1/31/2020 15:42,66.3,56.31,54,1/30/2020 15:42,65.5,1/29/2020 15:42,65.8
1/31/2020 17:42,66.3,56.24,51,1/30/2020 17:42,65.5,1/29/2020 17:42,65.8
1/31/2020 19:42,67.4,54.31,48,1/30/2020 19:42,65.9,1/29/2020 19:42,65.5
1/31/2020 21:42,68.1,53.09,46,1/30/2020 21:42,69.7,1/29/2020 21:42,68.2
1/31/2020 23:42,68.1,52.39,45,1/30/2020 23:42,68.8,1/29/2020 23:42,68.8
2/1/2020 1:42,68,51.74,44,1/31/2020 1:42,68.7,1/30/2020 1:42,69
2/1/2020 3:42,67.9,50.96,45,1/31/2020 3:42,68.4,1/30/2020 3:42,69
2/1/2020 5:42,67.7,50.29,49,1/31/2020 5:42,68.3,1/30/2020 5:42,68.9
2/1/2020 7:42,68.2,48.05,53,1/31/2020 7:42,66.8,1/30/2020 7:42,66.8
2/1/2020 9:42,69.4,46.02,57,1/31/2020 9:42,65.2,1/30/2020 9:42,65.3
2/1/2020 11:42,70.3,44.73,60,1/31/2020 11:42,65.2,1/30/2020 11:42,65.3
2/1/2020 13:42,70.7,43.73,63,1/31/2020 13:42,67.1,1/30/2020 13:42,66.2
2/1/2020 15:42,68.4,45.02,61,1/31/2020 15:42,66.3,1/30/2020 15:42,65.5
2/1/2020 17:42,70.2,43.22,55,1/31/2020 17:42,66.3,1/30/2020 17:42,65.5
2/1/2020 19:42,70,42.9,46,1/31/2020 19:42,67.4,1/30/2020 19:42,65.9
2/1/2020 21:42,69.4,43.01,47,1/31/2020 21:42,68.1,1/30/2020 21:42,69.7
2/1/2020 23:42,69.2,42.59,46,1/31/2020 23:42,68.1,1/30/2020 23:42,68.8
2/2/2020 1:42,69,42.26,45,2/1/2020 1:42,68,1/31/2020 1:42,68.7
2/2/2020 3:42,68.8,42.59,48,2/1/2020 3:42,67.9,1/31/2020 3:42,68.4
2/2/2020 5:42,68.6,43.23,57,2/1/2020 5:42,67.7,1/31/2020 5:42,68.3
2/2/2020 7:42,68.4,43.81,65,2/1/2020 7:42,68.2,1/31/2020 7:42,66.8
2/2/2020 9:42,68.7,44.15,70,2/1/2020 9:42,69.4,1/31/2020 9:42,65.2
2/2/2020 11:42,70.4,44.26,72,2/1/2020 11:42,70.3,1/31/2020 11:42,65.2
2/2/2020 13:42,70.8,44.48,68,2/1/2020 13:42,70.7,1/31/2020 13:42,67.1
2/2/2020 15:42,71.3,43.71,63,2/1/2020 15:42,68.4,1/31/2020 15:42,66.3
2/2/2020 17:42,71.5,42.89,57,2/1/2020 17:42,70.2,1/31/2020 17:42,66.3
2/2/2020 19:42,71.4,43.18,55,2/1/2020 19:42,70,1/31/2020 19:42,67.4
2/2/2020 21:42,71.1,43.81,53,2/1/2020 21:42,69.4,1/31/2020 21:42,68.1
2/2/2020 23:42,71.1,44.31,52,2/1/2020 23:42,69.2,1/31/2020 23:42,68.1
2/3/2020 1:42,70.7,45.69,53,2/2/2020 1:42,69,2/1/2020 1:42,68
2/3/2020 3:42,70.8,46.41,54,2/2/2020 3:42,68.8,2/1/2020 3:42,67.9
2/3/2020 5:42,70.5,47.32,60,2/2/2020 5:42,68.6,2/1/2020 5:42,67.7
2/3/2020 7:42,66.1,52.22,65,2/2/2020 7:42,68.4,2/1/2020 7:42,68.2
2/3/2020 9:42,65.7,54.58,70,2/2/2020 9:42,68.7,2/1/2020 9:42,69.4
2/3/2020 11:42,66.5,57.41,72,2/2/2020 11:42,70.4,2/1/2020 11:42,70.3
2/3/2020 13:42,66.4,60.14,68,2/2/2020 13:42,70.8,2/1/2020 13:42,70.7
2/3/2020 15:42,66.1,62.13,66,2/2/2020 15:42,71.3,2/1/2020 15:42,68.4
2/3/2020 17:42,66,63.57,64,2/2/2020 17:42,71.5,2/1/2020 17:42,70.2
2/3/2020 19:42,65.7,63.29,64,2/2/2020 19:42,71.4,2/1/2020 19:42,70
2/3/2020 21:42,68.8,57.95,64,2/2/2020 21:42,71.1,2/1/2020 21:42,69.4
2/3/2020 23:42,70.3,55.35,65,2/2/2020 23:42,71.1,2/1/2020 23:42,69.2
2/4/2020 1:42,70.9,54.65,66,2/3/2020 1:42,70.7,2/2/2020 1:42,69
2/4/2020 3:42,71.3,54.41,66,2/3/2020 3:42,70.8,2/2/2020 3:42,68.8
2/4/2020 5:42,71.5,54.69,66,2/3/2020 5:42,70.5,2/2/2020 5:42,68.6
2/4/2020 7:42,67.6,61.21,69,2/3/2020 7:42,66.1,2/2/2020 7:42,68.4
2/4/2020 9:42,66.8,63.2,72,2/3/2020 9:42,65.7,2/2/2020 9:42,68.7
2/4/2020 11:42,67.2,63.88,71,2/3/2020 11:42,66.5,2/2/2020 11:42,70.4
2/4/2020 13:42,66.8,65.23,70,2/3/2020 13:42,66.4,2/2/2020 13:42,70.8
2/4/2020 15:42,66.8,66,70,2/3/2020 15:42,66.1,2/2/2020 15:42,71.3
2/4/2020 17:42,66.3,67.15,70,2/3/2020 17:42,66,2/2/2020 17:42,71.5
2/4/2020 19:42,65.9,67.34,68,2/3/2020 19:42,65.7,2/2/2020 19:42,71.4
2/4/2020 21:42,69.4,61.52,70,2/3/2020 21:42,68.8,2/2/2020 21:42,71.1
2/4/2020 23:42,70.7,59.68,70,2/3/2020 23:42,70.3,2/2/2020 23:42,71.1
2/5/2020 1:42,71.4,58.79,70,2/4/2020 1:42,70.9,2/3/2020 1:42,70.7
2/5/2020 3:42,71.8,58.66,70,2/4/2020 3:42,71.3,2/3/2020 3:42,70.8
2/5/2020 5:42,72.2,58.83,71,2/4/2020 5:42,71.5,2/3/2020 5:42,70.5
2/5/2020 7:42,68.1,65.52,71,2/4/2020 7:42,67.6,2/3/2020 7:42,66.1
2/5/2020 9:42,66.8,67.04,72,2/4/2020 9:42,66.8,2/3/2020 9:42,65.7
2/5/2020 11:42,66.5,68.37,73,2/4/2020 11:42,67.2,2/3/2020 11:42,66.5
2/5/2020 13:42,66.6,68.91,72,2/4/2020 13:42,66.8,2/3/2020 13:42,66.4
2/5/2020 15:42,66.3,69.22,71,2/4/2020 15:42,66.8,2/3/2020 15:42,66.1
2/5/2020 17:42,66.3,69.15,66,2/4/2020 17:42,66.3,2/3/2020 17:42,66
2/5/2020 19:42,65.9,68.76,60,2/4/2020 19:42,65.9,2/3/2020 19:42,65.7
2/5/2020 21:42,69.5,64.14,55,2/4/2020 21:42,69.4,2/3/2020 21:42,68.8
2/5/2020 23:42,70.4,62.95,52,2/4/2020 23:42,70.7,2/3/2020 23:42,70.3
2/6/2020 1:42,70.6,62.75,49,2/5/2020 1:42,71.4,2/4/2020 1:42,70.9
2/6/2020 3:42,70.4,62.02,46,2/5/2020 3:42,71.8,2/4/2020 3:42,71.3
2/6/2020 5:42,70.1,61.28,46,2/5/2020 5:42,72.2,2/4/2020 5:42,71.5
2/6/2020 7:42,66,61.97,46,2/5/2020 7:42,68.1,2/4/2020 7:42,67.6
2/6/2020 9:42,65.2,61.86,46,2/5/2020 9:42,66.8,2/4/2020 9:42,66.8
2/6/2020 11:42,65.4,60.61,44,2/5/2020 11:42,66.5,2/4/2020 11:42,67.2
2/6/2020 13:42,65.6,58.84,43,2/5/2020 13:42,66.6,2/4/2020 13:42,66.8
2/6/2020 15:42,66.5,55.8,43,2/5/2020 15:42,66.3,2/4/2020 15:42,66.8
2/6/2020 17:42,66.4,52.64,40,2/5/2020 17:42,66.3,2/4/2020 17:42,66.3
2/6/2020 19:42,65.2,52.95,39,2/5/2020 19:42,65.9,2/4/2020 19:42,65.9
2/6/2020 21:42,67.4,49.12,36,2/5/2020 21:42,69.5,2/4/2020 21:42,69.4
